,Total poids chargeKg],Total poids charge combustible [Kg],Total composant charge M +F + C + fines [Kg],Total humide [Kg],Densite de chargement [t/m3],Permeabilite avant allumage [Nm3/m2/mn],Humidite sur sec [%/sec],TOP SPEED [min],FE total [Kg],CaO [Kg],SiO2 [Kg],Al2O3 [Kg],MN [Kg],TiO2 [Kg],H20 HYD [Kg],Fe++ [Kg],Graphite [Kg],Charbon [Kg],Carbone [Kg],H2O SA [Kg],H2O DI [Kg],H2O ADD [Kg],Numerical Serie,"Mailles > 2,5mm  Poids [Kg]","Mailles < 1,25mm   Poids [Kg]","Mailles > 2,5mm  %","Mailles < 1,25mm    %",After,Fines de retour chargees %,Total poids charge %
2592,124.028753,8.309925999999999,163.345868,400.0,2.027271,15.466983,6.4,24.5,64.615299,14.94547298,7.166583962000001,1.133531993,0.05613299,0.08752995300000001,0.891662046,0.583673044,0.064468051,8.273624001,6.6023520210000015,0.738275033,0.71357796,10.45413602,7094,15.503594,8.371941,50.0,27.0,1,0.18982535879022053,0.7593014412828613
168,117.888045,5.540738,164.925376,200.0,2.062265,23.461857,6.7,23.299999,66.85915195,8.205423954,5.027232048,1.096886987,0.234594048,0.059051008,1.293650981,0.8936089890000001,0.096987956,5.560652003,4.7476849560000005,0.206781049,0.18009003,11.10178096,4516,19.204623,12.042311,46.279999,29.02,0,0.2516082970761273,0.7147962785302365
2435,120.895742,7.3746399999999985,170.82568500000005,250.0,2.17191,13.979773000000002,9.0,30.4,67.19342303,10.86154398,7.021076057,1.087535974,0.383568948,0.057434947,0.6250649620000001,0.68072195,0.145878006,7.374639991,5.827440972000001,0.0,0.0,15.37431204,6934,23.099018,12.345293,54.279999,29.01,1,0.24911536576013146,0.7077140770721919
1145,119.456448,6.6298330000000005,168.134952,210.0,2.092592,13.325402,6.3,32.700001,65.65962197,9.931135948,5.668020975,1.098938979,0.267701012,0.33408202600000003,0.404757993,1.345876027,0.08299197400000001,6.646441961,5.287111046000001,0.220820948,0.21148003,10.63236098,5561,20.763634,12.135247,49.380001,28.860001,1,0.2500888155604909,0.7104795676273188
2842,123.839909,6.774042999999999,174.205602,210.0,2.174243,15.704938,6.5,28.700001,67.41551604,11.03415502,6.190040969,1.217199999,0.206823938,0.165004048,0.8633600159999999,3.752636995,0.058026943,6.791568021000002,5.419671,0.383327043,0.367185965,11.37652495,7369,23.160244,11.904879,53.130001,27.309999,1,0.25023104021649084,0.7108836201490237
582,114.783115,5.739156,160.925929,200.0,2.027271,14.618517,7.27,25.9,62.29481197,11.07434103,4.241765039,0.915175037,0.148135989,0.23704005,0.840480034,0.662250009,0.07300194900000001,5.770943038,4.590670005,0.212824044,0.203821013,11.77893203,4963,15.434198,15.57157,38.200001,38.540001,0,0.2510699068265127,0.7132667539237881
261,129.129563,7.1279520000000005,172.413793,200.0,2.157913,20.1625,6.8,26.6,73.08567003,9.430619935,5.84938205,1.111890048,0.209485035,0.090357028,1.178329062,3.849716021,0.097021946,7.15316799,6.107374946,0.226487005,0.197252018,11.779026,4624,17.17474,10.373867,47.501404,28.691746,0,0.20970641252582387,0.7489514658493708
2420,85.83576,7.381875,127.551939,160.0,1.647012,31.707317,10.7,18.5,34.16862403,10.25842104,8.603747016,1.11459501,1.817280011,0.046882961,6.079231967999999,0.151843022,0.14514801,7.3818750039999985,5.818393962000001,0.0,0.0,13.64805696,6915,22.756776,5.68576,66.279999,16.559998999999998,1,0.2691790047974104,0.6729475119935261
2728,108.932466,6.917211999999999,148.529417,200.0,1.884966,23.914337,8.2,28.4,56.68855300000001,8.700881045,6.918677981,1.998974038,0.120528996,0.085913987,5.134013018,0.483292011,0.0,6.940861977999999,5.53880798,0.326743955,0.315813051,12.24695101,7232,17.601308,7.117648,53.860001,21.780001,1,0.2200220041259571,0.7334066759314082
1729,119.22392,6.306945,167.49768600000004,200.0,2.115921,15.229029999999998,5.3,28.299999,65.57081096,10.73295295,5.89902699,1.095291983,0.229984985,0.102802958,0.607801978,1.2138199790000002,0.133204033,6.478487005,5.545585002,0.225819975,0.21626705,9.13029403,6192,21.84373,11.129601,52.049999,26.52,1,0.25055164642692435,0.7117944304018623
2555,121.173189,7.391564999999999,171.217718,260.0,2.164911,9.577632,7.2,38.599998,65.94703804,12.24159703,7.958174043,1.047523964,0.392793995,0.070857988,0.411293039,0.770526989,0.18355399100000006,7.474306038,5.906197001000002,0.0,0.0,12.46567203,7057,22.94303,11.273178,53.790001,26.43,1,0.2491153631658612,0.7077140754790342
1498,111.747886,6.704872999999999,157.788016,200.0,1.996944,16.180845,9.1,36.200001,59.96511794,8.742191977000001,5.249937954,1.691279053,0.356953008,0.07915995599999999,1.432150944,3.128895053,0.020209038,6.6596700570000005,5.54750496,0.20466603,0.196008007,14.27974304,5950,17.464855,12.123126,44.400002,30.82,1,0.2492917903220229,0.7082152931056565
2004,119.645762,6.424976999999998,168.186049,200.0,2.108922,15.64545,7.0,27.1,64.60653101,10.62815901,6.22110496,0.968588015,0.062664026,0.134898971,0.995795954,0.6730940259999999,0.123573982,6.441514009,5.114562001,0.368643049,0.353048964,11.82803798,6473,21.074501,11.526961,50.040001,27.370001,1,0.250409057412366,0.7113893376495217
1032,115.022899,5.636122,161.147083,200.0,2.031937,24.981452,7.6,22.9,62.13608296,9.522382984,5.779419012000001,1.573294025,0.276790025,0.209270963,1.635632041,4.168351983,0.031931964,5.655183995,4.498585983,0.212810962,0.203808962,12.304089,5435,19.786515,11.433829,48.869999,28.24,0,0.2512491150708573,0.7137758677270006
1906,115.37899,6.922739,162.91513500000005,200.0,2.059932,17.13266,8.0,26.1,61.98345696,9.783350014,6.119183984,1.18373401,0.040598966,0.140022946,0.978579035,1.501114056,0.132975954,6.933926009,5.505537013,0.355156975,0.340133033,13.081482,6377,20.306703,10.762552,50.0,26.5,1,0.2492917923187431,0.7082152925816252
348,116.855857,5.375369,163.364489,200.0,2.038936,17.303213,6.4,23.1,64.62276003,10.29866003,6.305651959,0.866112049,0.06063105200000001,0.118280971,0.853684007,0.5764300520000001,0.056007037,5.371563991,4.5862419480000005,1.190539031,1.036865043,10.51428604,4712,19.521846,11.727093,47.459999,28.51,0,0.2517882757249649,0.7153075782583326
1036,120.2421,6.096274,168.663594,200.0,2.134584,19.5117,8.0,28.0,64.93644899,9.865103039,5.8492540160000015,1.478734002,0.305553007,0.219170949,1.689464006,4.188830955,0.031695941,6.116796977999999,5.12771105,0.222464059,0.213054006,13.55555604,5439,20.934054,12.024595,49.459999,28.41,0,0.2509446110818675,0.7129108134622105
365,124.340336,6.154847,174.26298300000005,200.0,2.17191,14.391272,6.85,31.299999,67.37175197,10.80862897,6.638149964,0.904685005,0.061767971,0.123446009,0.783225982,0.6150109570000001,0.057613042,6.148169006,5.249307033,0.217082005,0.189062024,11.93701398,4729,18.929573,14.972964,43.25,34.209999,0,0.2511594788894437,0.7135212186744215
2575,121.6608,6.569683,171.05508600000005,200.0,2.136917,18.381915,6.7,27.9,65.765594,11.22651497,6.3023269420000005,1.221588989,0.35263204200000003,0.15413096699999998,2.482775989,3.711389978,0.020350044,6.580537054,5.25126794,0.374507043,0.358665046,11.50365504,7077,22.03754,12.299225,51.459999,28.719999,1,0.2503556252048536,0.711237548353283
1373,121.206847,6.7875830000000015,170.65924099999995,220.0,2.143915,13.503867,7.5,31.799999,67.76371297,9.860889975,5.773929025,1.203091957,0.373598943,0.240584033,0.137692971,0.6784139690000001,0.035230969,6.750820987000001,5.623433955,1.296668006,1.24181797,12.82325597,5815,20.521773,12.214935,48.099998,28.629999,1,0.2500000043947225,0.7102272709627251
1201,115.573247,5.258583,161.513613,200.0,2.041269,22.010708,8.35,26.58,61.64706196,9.422475034,5.673576055,1.483613025,0.397923969,0.199095014,1.489347994,0.587440959,0.297421031,5.251946025,4.374871009,0.212840016,0.203835977,13.48638696,5617,19.209939,12.35099,47.220001,30.360001,1,0.2518783602469471,0.7155635048545412
148,115.490877,5.716798000000002,161.86046499999995,200.0,2.029604,25.10211,7.1,25.0,64.99629097,7.891685054,4.852022016,1.288395999,0.215640999,0.062352988,2.006717987,0.856450954,0.07078095599999999,5.731924042,4.893916984,0.202385008,0.17626205399999995,11.53501402,4493,18.254769,11.619451,44.904098,28.582174,0,0.2511594786287066,0.7135212233574147
2482,123.013021,6.396677,172.710283,200.0,2.15558,15.110053,7.0,26.700001,66.53969005,11.06778501,6.4598779460000015,0.938448974,0.124593044,0.127110966,0.963226983,2.098355029,0.15831303900000002,6.383296041,5.0313140480000005,0.377254038,0.361296047,12.08971998,6984,23.616139,10.950718,54.540001,25.290001,1,0.2507122578219619,0.7122507059987853
672,121.529229,6.805637,171.113155,200.0,2.169577,22.235647,8.2,27.799999,68.29443099,8.795263961,5.549091056,1.726341048,0.444633045,0.118824977,0.383954004,1.056310954,0.06961904099999999,6.828522029,5.431952989,0.224843963,0.21533297,14.09611799,5054,21.427645,11.849587,50.09,27.700001,0,0.2500000073051076,0.7102272703697152
12,121.248697,6.062435,169.990675,205.0,2.127585,23.024603,6.7,27.200001,69.80222504,8.783496039,6.015574956,1.644649971,0.331971942,0.432264965,0.54197403,4.277325002,0.07844401299999999,6.089316944,5.01577005,0.211621055,0.202121953,11.45342005,4345,19.062405,12.764501,44.664032,29.907773,0,0.2510699072169694,0.7132667541910754
2469,86.50108399999998,7.006588000000002,128.108105,160.0,1.658677,34.027365,11.0,18.4,34.332263,9.972381019,8.202810957,1.14304304,1.760046044,0.045387038,5.8277510060000015,2.945967011,0.299552975,7.006587949,5.522593037,0.0,0.0,14.09189203,6970,22.327659,6.414921,64.529999,18.540001,1,0.2700877825021298,0.6752194484494171
2491,115.100749,6.675843,162.292057,200.0,2.048267,14.15824,9.0,26.700001,61.31447895,10.25385503,6.016595982,1.100336982,0.251614012,0.132777945,1.627406975,1.1242210190000002,0.154522032,6.613042003,5.212400023,0.35040103100000003,0.33557902,14.49908302,6993,21.222001,11.498289,52.380001,28.379999,1,0.24964539700177685,0.7092198541793083
2674,120.046267,6.4824980000000005,168.785052,200.0,2.106589,17.48959,7.0,26.9,64.60345001,10.98669699,6.293627029,1.209099945,0.338586005,0.156192965,1.953751027,3.565070999,0.02002702,6.468898952999999,5.162181942,0.369656991,0.35408394600000004,11.81495398,7178,21.216881,12.36419,50.209999,29.26,1,0.2503556239091599,0.7112375508229246
388,123.369254,6.106778,172.90201000000005,260.0,2.150914,16.490397,6.2,27.75,67.34437302,10.78610896,6.6273290010000006,0.905438961,0.06190704,0.12361905,0.803214027,0.611869025,0.05764704900000001,6.119361951,5.224710975,0.432129982,0.376351052,10.76534797,4753,19.819616,13.726952,45.639999,31.610001,0,0.2511594804479138,0.7135212251147339
2681,110.786576,6.757981,150.78053,200.0,1.915293,24.628197,8.2,27.4,57.70336194,8.854960997000001,7.01898499,2.025150024,0.12261001,0.087066981,5.215132973,0.49196698,0.0,6.787292947,5.416259946,0.332609031,0.321481982,12.443992,7185,17.900895000000006,7.238795,53.860001,21.780001,1,0.22042615847019506,0.7347538571458795
1052,113.96308700000002,5.5841910000000015,159.66228600000005,200.0,1.98528,22.808856,6.2,26.4,62.07968701,9.099567008,5.52299004,1.5689759769999998,0.282833009,0.204034975,1.615685037,4.134611025,0.030813032,5.59816799,4.45322997,0.21066502,0.201754042,9.936346002999999,5455,19.676411,11.352547,49.049999,28.299999,0,0.25124911464689914,0.7137758693997404
1972,120.360949,5.175521,167.903525,200.0,2.111255,20.404521,7.8,24.6,63.08613399,12.08411102,6.497970947000001,1.4627999880000002,0.232016962,0.100664046,1.975220039,4.393108056,0.621251966,5.169279949,4.286367061,0.202474947,0.202474947,13.09647499,6441,21.891057,11.312004,51.669998,26.700001,1,0.25232975305312977,0.7168458732477475
2825,110.833386,7.03792,151.121322,200.0,1.917859,24.449733,8.4,28.66,57.57137698,8.836381042000001,7.026424015,2.030103996,0.122406014,0.08725202,5.213966033,0.490817985,0.0,7.048952998,5.625064981,0.331831965,0.320731007,12.74103298,7335,18.094658,8.059804,54.419998,24.24,1,0.2200220032484893,0.7334066730834978
757,112.848153,5.585984,158.156688,200.0,2.00161,21.987196,8.0,24.299999,58.92288404,11.00738103,6.484658021,1.365990957,0.275065023,0.112205011,1.759610026,3.348919962,0.058897998,5.604782028,4.458492012,0.208783964,0.19995198,12.71111195,5139,18.633849,12.266323,46.91,30.879999,0,0.25115947673360484,0.7135212201712267
2480,121.911702,8.168084,172.992706,260.0,2.211569,12.492563,9.6,28.6,65.62853203,12.18656398,7.972039007999999,1.070446941,0.391135004,0.071598028,0.418171938,0.766641954,0.182628996,8.168084019,6.454420034,0.0,0.0,16.6073,6981,25.301457,10.912756,58.959999,25.43,1,0.24806201944722456,0.7047216314426575
366,127.992008,6.2716080000000005,179.31680500000004,200.0,2.234898,13.586204,6.85,34.5,69.34903299999999,11.12541702,6.829183973999998,0.929023035,0.06356896,0.12695695699999998,0.8062279509999999,0.633072005,0.059305015,6.26480195,5.348888056,0.223457984,0.19461401,12.28320102,4730,20.021636,13.916929,44.439999,30.889999,0,0.25124911187214155,0.7137758672423369
2374,111.216404,6.116902,156.481481,200.0,1.971282,11.362284,8.0,25.9,59.95330002,9.920238981,5.81308903,0.958871974,0.169987962,0.12538996800000002,0.014427952,1.248815977,0.16607797300000002,6.104133052999999,4.811278,0.341078046,0.32664998300000003,12.51851903,6857,19.574088,10.570007,50.0,27.0,1,0.25017768716031,0.7107320514176371
421,110.956458,5.603301,155.616433,200.0,1.987612,24.210888,8.0,18.9,61.45006602,9.346441987,5.73495703,1.22935895,0.157761009,0.093872015,2.360728986,2.815613029,0.088653001,5.64538304,4.820028034,1.139732055,0.992615958,12.62222195,4786,18.001220999999994,11.717002,46.09,30.0,0,0.2509803961384978,0.7130124747172428
1057,94.565053,6.808684,134.660636,200.0,1.7356619999999998,32.307645,10.0,22.9,48.99081304,6.149365958,3.290598956,2.932762979,0.801074965,0.14376198699999998,0.0,0.084183967,0.0,6.839632045,5.440791032999999,0.0,0.0,13.52727302,5463,19.522767,6.697325,58.650002,20.120001,0,0.2471910202473721,0.7022471882577475
2197,122.817257,7.553261,173.602194,280.0,2.209236,19.928614000000003,7.0,24.700001,68.95907402,5.538523004,7.135207033,1.221833952,0.427728978,0.07082094900000001,0.283726944,0.834592021,0.174750956,7.7015029460000015,6.085728036,0.0,0.0,12.39065404,6670,24.974939000000006,10.708486,57.77,24.77,1,0.24902724443678406,0.7074637374686636
2404,120.219839,7.45363,169.990854,255.0,2.167244,16.240333,9.3,27.4,64.49447904,12.37750998,7.983617982999999,1.10823797,0.398367993,0.071574008,0.420552062,1.137772968,0.156138049,7.453630045,5.8898580560000005,0.0,0.0,15.80915006,6889,25.005343,10.147709,59.09,23.98,1,0.2489391870459101,0.7072135716195648
2088,114.131511,6.471257,160.777061,200.0,2.027271,22.962522,7.6,24.299999,61.86996304,9.512962986,5.778723995,1.162356962,0.054061997,0.110050981,1.4767409619999998,0.279695956,0.122686995,6.487773019,5.151290953,0.351645028,0.336770025,12.27583696,6558,21.814641,9.529342,54.299999,23.719999,1,0.2498757767440468,0.7098743458185245
1531,124.329297,7.024605,175.117816,210.0,2.167244,11.302796,6.1,37.0,67.19570598,10.70620299,6.354852994,1.099019965,0.192419048,0.16362003,0.465713018,0.772588057,0.018637038,7.024605032,5.851495981,0.0,0.0,10.68218699,5983,20.311707,13.374251999999998,46.411999,30.559999,1,0.24991125974298356,0.7099751461039235
1147,123.06063600000002,6.6452740000000015,173.023256,210.0,2.169577,12.790007,7.4,35.0,67.44054801,10.19951603,5.810742946,1.122520941,0.274928954,0.342859985,0.415793,1.38256905,0.085254946,6.643118021,5.28446802,0.226841001,0.217246018,12.81564301,5563,20.887624,13.064511,48.220001,30.16,1,0.2503556227146714,0.7112375460094221
1525,126.15788899999998,7.254078999999999,177.819546,210.0,2.206903,11.005354,6.4,35.299999,68.18652205,10.86470095,6.455699058,1.119309015,0.195254942,0.166227973,0.472562034,0.783950954,0.018910942,7.254078947999999,6.042647031,0.0,0.0,11.38045096,5977,21.333401,13.06915,48.040001,29.43,1,0.24973395219443426,0.7094714379711664
2658,116.28084,6.628008,163.839705,200.0,2.0506,17.13266,6.8,27.700001,62.47484702,10.92408206,6.393646004,1.179570988,0.325386966,0.152086028,1.888238969,3.4641909460000004,0.019471035,6.6450769560000005,5.302772005,0.36025396200000004,0.345098965,11.19325897,7162,18.537585,13.44988,45.290001,32.860001000000004,1,0.24982257505895775,0.709723201711087
272,116.013158,5.684645,162.534435,200.0,2.064597,22.603203,8.4,25.35,62.36245299,9.74481304,5.923469022000001,1.332536032,0.14840404,0.093781043,2.16682098,3.47702,0.059944001,5.704667016,4.870645018,0.203478029,0.177213015,13.71586701,4635,18.303054,12.560059,44.82018400000001,30.756843,0,0.2512491153028588,0.7137758715560798
1377,118.784268,6.889488,167.485819,210.0,2.06693,16.240333,6.1,33.200001,64.81020502,9.626162952,5.640258004,1.126919955,0.331404963,0.235325974,0.088220042,0.670747953,0.034063979,6.870007029,5.722716021,0.0,0.0,10.18774704,5819,19.768743,12.355464,47.279999,29.549999,1,0.2496453983366795,0.7092198534133807
21,111.690904,5.863772,156.869876,200.0,2.010941,21.786395,9.3,26.799999,60.94130201,9.080071975,6.253609016,1.976575967,0.225722978,0.303759058,2.932835989,3.689543942,0.047665037,5.889003057,4.850772038,0.194913948,0.186165019,14.66898399,4354,0.0,0.0,0.0,0.0,0,0.250623000428712,0.7119971459657429
689,108.234414,5.34678,151.679708,200.0,1.922292,22.566717,8.05,23.4,55.79026499,10.94603599,6.145789959,1.372331004,0.258621001,0.096722015,1.6836419880000002,3.0100999710000003,0.732017048,5.369703999,4.271491956,0.200432004,0.191953049,12.27801998,5071,17.651042999999994,11.559089,46.330002,30.34,0,0.2511774020556527,0.7135721411067061
2135,117.928871,6.486088,165.925923,200.0,2.090259,18.381915,7.5,24.1,63.99330199,10.148882,6.009321045,1.06816905,0.073398995,0.14815997,0.8397839490000001,0.591640963,0.175945052,6.502619021,5.163079979,0.364221966,0.34885201,12.50232504,6605,21.145685,11.075125,50.939999,26.68,1,0.2501776892330441,0.710732047577641
1309,124.936098,7.496166,176.409772,220.0,2.189406,11.778703,6.0,35.799999,68.55436694,10.02523906,5.852076984,1.028993014,0.32214295600000004,0.25799104300000003,0.126309974,0.841689043,0.040928974,7.524452972000001,6.267870042,0.0,0.0,10.62452797,5737,20.792565,12.995353,47.279999,29.549999,1,0.2492917909332143,0.7082152909307088
2295,124.282383,7.705508,175.735291,280.0,2.230232,18.857823,8.8,27.4,67.70787703,11.84656702,7.486209987,1.142437012,0.412724013,0.07224405099999999,0.365889008,0.805262982,0.17493593899999998,7.7055079960000015,6.0888919810000015,0.0,0.0,15.46470604,6774,26.003454,10.36376,59.439999,23.690001,1,0.2489391843326449,0.7072135727137472
479,117.05121,5.501407,163.75464399999996,200.0,2.055266,16.289286999999998,7.2,32.700001,62.87374095,10.02810896,5.93361005,1.119468999,0.202988965,0.084585947,1.839744954,2.830680033,0.040829054,5.515351971,4.7090070310000005,0.20509705,0.195944005,11.83432803,4859,17.634467,13.205248999999998,42.799999,32.049999,0,0.2516082963729566,0.7147962777776246
2531,127.065982,8.132223,166.9647,400.0,2.0692630000000003,15.050565,6.4,34.799999,67.67574996,11.46528202,7.66581298,1.460397039,0.151675019,0.115745999,0.322393959,0.78288694,0.268112049,8.12075798,6.480365022000001,0.0,0.0,10.67067606,7033,15.883248000000002,8.576953999999999,50.0,27.0,1,0.1902587493044937,0.7610350091965548
